cik,acc_nodash,date_filed,company_name,reason
0000874482,000087448202000002,2002-01-25,UNION NATIONAL FINANCIAL CORP / PA,no_permno_link
0001145237,000107258802000040,2002-01-25,WORLD ENVIROTECH INC,no_permno_link
0001038833,000104596902000096,2002-01-25,EDUCATION LOANS INC /DE,no_permno_link
0000894356,000095012302000676,2002-01-28,STRUCTURED PRODUCTS CORP,no_permno_link
0000314643,000095011702000128,2002-01-28,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000880242,000101905602000042,2002-01-29,NUWAY ENERGY INC,no_permno_link
0001123648,000107735702000005,2002-01-29,AMERICAN AMMUNITION INC /CA,no_permno_link
0000873185,000109000202000031,2002-01-30,FANTASTICON INC,no_permno_link
0001094744,000104596902000109,2002-01-30,CONSECO FINANCE SECURITIZATIONS CORP,no_permno_link
0001059744,000110465902000146,2002-01-30,HARD ROCK HOTEL INC,no_permno_link
0001011601,000095013602000270,2002-01-31,IVP TECHNOLOGY CORP,no_permno_link
0001088312,000102670002000018,2002-01-31,INTERMOST CORP,no_permno_link
0001075247,000113717102000019,2002-01-31,CHINA BROADBAND CORP,no_permno_link
0000870228,000102601802000002,2002-01-31,SYNERGY BRANDS INC,no_permno_link
0001061892,000102140802001234,2002-02-01,RIVER HOLDING CORP,no_permno_link
0001109448,000110465902000172,2002-02-01,ALLIANCE CAPITAL MANAGEMENT L P,no_permno_link
0000825313,000110465902000171,2002-02-01,ALLIANCE CAPITAL MANAGEMENT HOLDING LP,no_permno_link
0001061893,000102140802001235,2002-02-01,HUDSON RESPIRATORY CARE INC,no_permno_link
0001051985,000112707402000001,2002-02-01,FINITY HOLDINGS INC,no_permno_link
0001061103,000106299302000019,2002-02-04,ABSOLUTEFUTURE COM,no_permno_link
0001051209,000095013402000793,2002-02-05,DA CONSULTING GROUP INC,no_permno_link
0001075736,000102048802000012,2002-02-05,NETGATEWAY INC,no_permno_link
0000722572,000101968702000161,2002-02-05,FRANKLIN TELECOMMUNICATIONS CORP,no_permno_link
0001094744,000104596902000130,2002-02-05,CONSECO FINANCE SECURITIZATIONS CORP,no_permno_link
0000805902,000101041202000010,2002-02-05,MICROACCEL INC,no_permno_link
0001083384,000108338402000002,2002-02-05,STREAMEDIA COMMUNICATIONS INC,no_permno_link
0000053320,000106299302000027,2002-02-06,STRATEGIC INTERNET INVESTMENTS  INC,no_permno_link
0001145237,000107258802000055,2002-02-06,WORLD ENVIROTECH INC,no_permno_link
0000045260,000004526002000011,2002-02-06,HAMPTON INDUSTRIES INC /NC/,no_permno_link
0001094220,000110801702000130,2002-02-06,CENTRACK INTERNATIONAL INC,no_permno_link
0001125620,000110801702000128,2002-02-06,DIVERSIFIED EQUITIES INTERNATIONAL CORP,no_permno_link
0001072248,000107878202000014,2002-02-07,GOURMET GIFTS INC,no_permno_link
0001145237,000107258802000057,2002-02-08,WORLD ENVIROTECH INC,no_permno_link
0001081665,000108166502000002,2002-02-08,NETWORK ACCESS SOLUTIONS CORP,no_permno_link
0001094744,000104596902000151,2002-02-08,CONSECO FINANCE SECURITIZATIONS CORP,no_permno_link
0000891705,000107087602000011,2002-02-08,DIVERSIFIED RESOURCES GROUP INC,no_permno_link
0001165927,000095011702000237,2002-02-08,WASHINGTON MUTUAL MOR SEC CORP MOR PA THR CER SER 2002-AR1,no_permno_link
0001165964,000094787102000202,2002-02-08,PREFERREDPLUS TRUST SERIES BLC-2,no_permno_link
0000850453,000085045302000001,2002-02-08,URBAN IMPROVEMENT FUND LIMITED 1972,no_permno_link
0001165932,000095011702000238,2002-02-08,WAMU MORTGAGE PASS THROUGH CERTIFICATES 2002-S1,no_permno_link
0001166300,000095011702000242,2002-02-08,WASHINGTON MUTUAL MSC MORT PASS THROUGH CERT SER 2002-MS1,no_permno_link
0001102065,000110801702000136,2002-02-08,FLORAN INTERNATIONAL INC,no_permno_link
0000102341,000010234102000001,2002-02-08,URBAN IMPROVEMENT FUND LTD 1973,no_permno_link
0000743758,000107258802000058,2002-02-11,JNS MARKETING INC,no_permno_link
0000102342,000010234202000001,2002-02-11,URBAN IMPROVEMENT FUND LTD 1973 II,no_permno_link
0000910111,000101359602000007,2002-02-11,FUELNATION INC,no_permno_link
0000102342,000010234202000002,2002-02-11,URBAN IMPROVEMENT FUND LTD 1973 II,no_permno_link
0000102343,000010234302000001,2002-02-11,URBAN IMPROVEMENT FUND LTD 1974,no_permno_link
0001132686,000102385602000006,2002-02-11,INDIGINET INC/FL,no_permno_link
0000082179,000008217902000003,2002-02-11,HOLIDAY GULF HOMES INC,no_permno_link
0000895650,000089565002000001,2002-02-11,DIASENSE INC/PA,no_permno_link
0001091418,000102670002000027,2002-02-12,FINDERS KEEPERS INC,no_permno_link
0000784977,000078497702000001,2002-02-12,PORTLAND GENERAL ELECTRIC CO /OR/,no_permno_link
0001100006,000111650202000171,2002-02-12,I T TECHNOLOGY INC,no_permno_link
0000027960,000095015902000076,2002-02-13,WINDSORTECH INC,no_permno_link
0000722051,000072205102000007,2002-02-14,NCT GROUP INC,no_permno_link
0000890175,000104596902000273,2002-02-14,CONSECO FINANCE CORP,no_permno_link
0001094744,000104596902000273,2002-02-14,CONSECO FINANCE SECURITIZATIONS CORP,no_permno_link
0001115255,000101041202000017,2002-02-14,RUBICON MEDICAL INC,no_permno_link
0000894356,000106823802000056,2002-02-14,STRUCTURED PRODUCTS CORP,no_permno_link
0001083384,000108338402000004,2002-02-15,STREAMEDIA COMMUNICATIONS INC,no_permno_link
0001145421,000101968702000265,2002-02-15,FORCE 10 TRADING INC,no_permno_link
0000314643,000095011702000366,2002-02-15,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0001094012,000109401202000001,2002-02-19,ESAFETYWORLD INC,no_permno_link
0000225211,000022521102000005,2002-02-19,BICO INC/PA,no_permno_link
0001163778,000102140802002641,2002-02-20,OAKWOOD MORTGAGE INVESTORS INC OMI TRUST 2001-E,no_permno_link
0001056757,000103570402000105,2002-02-20,SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,no_permno_link
0000046043,000100944802000012,2002-02-20,HARVEY ELECTRONICS INC,no_permno_link
0001011601,000095013602000487,2002-02-20,IVP TECHNOLOGY CORP,no_permno_link
0001145237,000107258802000071,2002-02-21,WORLD ENVIROTECH INC,no_permno_link
0000314643,000095011702000381,2002-02-21,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000314643,000095011702000384,2002-02-21,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000902056,000102140802002711,2002-02-21,SAF T LOK INC,no_permno_link
0000924546,000093176302000501,2002-02-21,MEDIABIN INC,no_permno_link
0001132686,000102385602000019,2002-02-22,INDIGINET INC/FL,no_permno_link
0001102217,000109459602000011,2002-02-22,HEAVENEXPRESS COM INC,no_permno_link
0001098469,000109000202000076,2002-02-22,TRANS CENTURY RESOURCES INC,no_permno_link
0000314643,000095011702000390,2002-02-22,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000314643,000095011702000398,2002-02-22,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0001133416,000089155402000972,2002-02-25,PRO PHARMACEUTICALS INC,no_permno_link
0001100006,000111650202000250,2002-02-25,I T TECHNOLOGY INC,no_permno_link
0000872867,000089155402000969,2002-02-25,SUPREMA SPECIALTIES INC,no_permno_link
0000894417,000091228202000105,2002-02-25,WADE COOK FINANCIAL CORP,no_permno_link
0000314643,000095011702000427,2002-02-26,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0001095274,000094270802000011,2002-02-26,FIRST NATIONAL BANCSHARES INC /SC/,no_permno_link
0001038833,000104596902000327,2002-02-26,EDUCATION LOANS INC /DE,no_permno_link
0000784977,000078497702000004,2002-02-27,PORTLAND GENERAL ELECTRIC CO /OR/,no_permno_link
0000806171,000101054902000102,2002-02-27,WASTE CONVERSION SYSTEMS INC,no_permno_link
0001084883,000112384502000026,2002-02-27,ROYAL FINANCE INC,no_permno_link
0001119643,000108671502000031,2002-02-28,CYBER VITAMIN COM,no_permno_link
0001145237,000107258802000096,2002-02-28,WORLD ENVIROTECH INC,no_permno_link
0000013547,000001354702000002,2002-02-28,METALCLAD CORP,no_permno_link
0000894356,000106823802000060,2002-03-01,STRUCTURED PRODUCTS CORP,no_permno_link
0000893739,000089373902000005,2002-03-01,HARRIS & HARRIS GROUP INC /NY/,no_permno_link
0000740942,000074094202000010,2002-03-01,TOWER BANCORP INC,no_permno_link
0000064978,000095012302002170,2002-03-05,MERCK & CO INC,no_permno_link
0000923147,000095013702001076,2002-03-05,HFC REVOLVING CORP,no_permno_link
0000918411,000091841102000001,2002-03-05,INFYNIA COM CORP,no_permno_link
0001083721,000103221002000351,2002-03-06,DTOMI INC,no_permno_link
0000913781,000095013602000614,2002-03-06,MEYERSON M H & CO INC /NJ/,no_permno_link
0001109662,000107735702000051,2002-03-07,KIK TECHNOLOGY INTERNATIONAL INC,no_permno_link
0000880242,000101905602000151,2002-03-08,NUWAY ENERGY INC,no_permno_link
0000225211,000022521102000009,2002-03-08,BICO INC/PA,no_permno_link
0000820608,000102589402000177,2002-03-08,AFEM MEDICAL CORP,no_permno_link
0000945634,000089155402001228,2002-03-11,NOVEX SYSTEMS INTERNATIONAL INC,no_permno_link
0000916791,000095012302002363,2002-03-11,CORPORATE ASSET BACKED CORP,no_permno_link
0001035517,000110801702000193,2002-03-11,WINMAX TRADING GROUP INC,no_permno_link
0000869026,000089155402001229,2002-03-11,LAIDLAW GLOBAL CORP,no_permno_link
0000923147,000095013702001190,2002-03-11,HFC REVOLVING CORP,no_permno_link
0000880242,000101905602000156,2002-03-12,NUWAY ENERGY INC,no_permno_link
0000865753,000095000502000299,2002-03-12,BURST COM INC,no_permno_link
0001107080,000110708002000004,2002-03-12,ENVIRO ENERGY CORP,no_permno_link
0001080056,000095015502000038,2002-03-12,THESTREET COM,no_permno_link
0000883041,000085697902000014,2002-03-12,AIRTECH INTERNATIONAL GROUP INC,no_permno_link
0001168097,000095011702000491,2002-03-12,WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-AR3,no_permno_link
0001168200,000095011702000509,2002-03-13,WASHINGTON MUTUAL MORT SEC WAMU MOR PA TH CE SE 2002 AR2,no_permno_link
0001168244,000095011702000510,2002-03-13,WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-S2,no_permno_link
0000024071,000107333902000004,2002-03-13,CONTINENTAL INFORMATION SYSTEMS CORP,no_permno_link
0000721080,000100544402000040,2002-03-13,AZUL HOLDINGS INC,no_permno_link
0000314643,000095011702000496,2002-03-13,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000225211,000022521102000012,2002-03-14,BICO INC/PA,no_permno_link
0001063537,000109690602000197,2002-03-14,NUTRASTAR INC,no_permno_link
0000813716,000102048802000026,2002-03-14,CIRTRAN CORP,no_permno_link
0000225211,000022521102000011,2002-03-14,BICO INC/PA,no_permno_link
0000918411,000091841102000002,2002-03-14,INFYNIA COM CORP,no_permno_link
0001068660,000101182302000007,2002-03-15,INTEGRATED TECHNOLOGY GROUP,no_permno_link
0001058786,000109991002000075,2002-03-18,ALEC BRADLEY CIGAR CORP/FL,no_permno_link
0000868074,000086807402000005,2002-03-18,CORPORATE VISION INC,no_permno_link
0000707511,000100515002000314,2002-03-19,REGENERX BIOPHARMACEUTICALS INC,no_permno_link
0000788206,000110889002000094,2002-03-19,EMPIRE ENERGY CORP,no_permno_link
0000791118,000100009602000145,2002-03-19,AGTSPORTS INC,no_permno_link
0001066651,000113709102000261,2002-03-19,PC EPHONE INC,no_permno_link
0000868074,000086807402000006,2002-03-20,CORPORATE VISION INC,no_permno_link
0000314643,000095011702000549,2002-03-20,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000023666,000095013102000985,2002-03-20,LEE SARA CORP,no_permno_link
0000908837,000101236402000008,2002-03-20,NB&T FINANCIAL GROUP INC,no_permno_link
0001021097,000101376202000037,2002-03-20,EMERGENT GROUP INC/NY,no_permno_link
0000923147,000095013702001442,2002-03-21,HFC REVOLVING CORP,no_permno_link
0000072741,000007274102000046,2002-03-22,NORTHEAST UTILITIES SYSTEM,no_permno_link
0000774454,000101968702000394,2002-03-22,US MICROBICS INC,no_permno_link
0000070502,000007050202000043,2002-03-22,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,no_permno_link
0000314643,000095011702000559,2002-03-22,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0001098151,000101731102000004,2002-03-25,FIDELITY D & D BANCORP INC,no_permno_link
0001168242,000102140802004061,2002-03-25,SENIOR SUBORDINATED PASS THROUGH CERTIFICATES SERIES 2002-A,no_permno_link
0000894536,000110801702000215,2002-03-25,SEAVIEW VIDEO TECHNOLOGY INC,no_permno_link
0000314643,000095011702000566,2002-03-25,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000314643,000095011702000571,2002-03-25,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000314643,000095011702000576,2002-03-25,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000314643,000095011702000575,2002-03-25,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0001163778,000102140802004066,2002-03-25,OAKWOOD MORTGAGE INVESTORS INC OMI TRUST 2001-E,no_permno_link
0001046568,000091205702011678,2002-03-26,CAREER EDUCATION CORP,no_permno_link
0001082736,000100547702001351,2002-03-26,FREESOFTWARECLUB COM,no_permno_link
0001098964,000111186502000048,2002-03-26,HARBORTOWN CORP,no_permno_link
0000888981,000095011602000433,2002-03-26,NOCOPI TECHNOLOGIES INC/MD/,no_permno_link
0000092195,000109638502000008,2002-03-26,SOUTHERN INDIANA GAS & ELECTRIC CO,no_permno_link
0000791118,000107261302000499,2002-03-26,AGTSPORTS INC,no_permno_link
0001129542,000109638502000010,2002-03-26,VECTREN UTILITY HOLDINGS INC,no_permno_link
0000947425,000095013102001108,2002-03-26,PROFESSIONAL VETERINARY PRODUCTS LTD /MO/,no_permno_link
0001073876,000107938202000011,2002-03-26,VISUAL BIBLE INTERNATIONAL INC,no_permno_link
0000789945,000091205702011653,2002-03-26,LOTUS PACIFIC INC,no_permno_link
0001145237,000107258802000120,2002-03-26,LINK GROUP INC,no_permno_link
0000050183,000109638502000009,2002-03-26,INDIANA GAS CO INC,no_permno_link
0001038833,000104596902000529,2002-03-27,EDUCATION LOANS INC /DE,no_permno_link
0001133555,000095013102001178,2002-03-27,HUSKER AG PROCESSING LLC,no_permno_link
0000742275,000092701602001676,2002-03-27,BEVERLY NATIONAL CORP,no_permno_link
0000075234,000007523402000008,2002-03-27,OWENS CORNING,no_permno_link
0001007508,000095014402002820,2002-03-27,AFFINITY TECHNOLOGY GROUP INC,no_permno_link
0001093897,000094270802000036,2002-03-27,COASTAL BANKING CO INC,no_permno_link
0001077638,000092838502001158,2002-03-28,SENSE TECHNOLOGIES INC,no_permno_link
0000936948,000095015402000111,2002-03-28,PEOPLES FINANCIAL CORP INC /PA/,no_permno_link
0000799288,000079928802000019,2002-03-28,LANDS END INC,no_permno_link
0001100080,000116768702000007,2002-03-29,YOUTICKET COM INC,no_permno_link
0000853833,000111650202000389,2002-03-29,XSTREAM BEVERAGE GROUP INC,no_permno_link
0001100080,000116768702000009,2002-03-29,YOUTICKET COM INC,no_permno_link
0001075088,000095013002002255,2002-03-29,RAZORFISH INC,no_permno_link
0000315256,000031525602000008,2002-04-01,PUBLIC SERVICE CO OF NEW HAMPSHIRE,no_permno_link
0000041091,000004109102000001,2002-04-01,GEORGIA POWER CO,no_permno_link
0000828940,000102670002000060,2002-04-01,HOMEGATE CORP,no_permno_link
0000044545,000004454502000004,2002-04-01,GULF POWER CO,no_permno_link
0000086940,000008694002000001,2002-04-01,SAVANNAH ELECTRIC & POWER CO,no_permno_link
0001084899,000102670002000061,2002-04-01,ALPHACOM CORP,no_permno_link
0001077638,000092838502001247,2002-04-01,SENSE TECHNOLOGIES INC,no_permno_link
0000066904,000006690402000005,2002-04-01,MISSISSIPPI POWER CO,no_permno_link
0000023778,000002377802000003,2002-04-01,CONSIL CORP,no_permno_link
0001105050,000110505002000004,2002-04-02,NORTHEAST GENERATION CO,no_permno_link
0001102065,000101054902000174,2002-04-02,FTLA INC,no_permno_link
0001100885,000092701602001866,2002-04-02,DIGITAS INC,no_permno_link
0000846475,000102670002000065,2002-04-02,CHINA GLOBAL DEVELOPMENT INC,no_permno_link
0001005387,000092701602001889,2002-04-03,GENSYM CORP,no_permno_link
0001169356,000094787102000589,2002-04-03,MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES ELP 1,no_permno_link
0001169356,000094787102000587,2002-04-03,MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES ELP 1,no_permno_link
0000357020,000092701602001885,2002-04-03,LTX CORP,no_permno_link
0001017616,000095012902001765,2002-04-04,ENVIRONMENTAL SAFEGUARDS INC/TX,no_permno_link
0000225211,000022521102000016,2002-04-04,BICO INC/PA,no_permno_link
0001164876,000095014402003525,2002-04-04,BAS SECURITIZATION LLC,no_permno_link
0000060653,000106237902000024,2002-04-05,COLONIAL GAS CO,no_permno_link
0000013390,000106237902000023,2002-04-05,BOSTON GAS CO,no_permno_link
0000890175,000104596902000615,2002-04-05,CONSECO FINANCE CORP,no_permno_link
0001020391,000092701602001925,2002-04-05,ALLIN CORP,no_permno_link
0001042895,000106237902000025,2002-04-05,ENERGYNORTH NATURAL GAS INC,no_permno_link
0001061890,000089843002001345,2002-04-05,ADVANCE STORES CO INC,no_permno_link
0000740942,000116855702000018,2002-04-05,TOWER BANCORP INC,no_permno_link
0000946842,000102140802004907,2002-04-08,AMBASSADORS INTERNATIONAL INC,no_permno_link
0000225211,000022521102000017,2002-04-09,BICO INC/PA,no_permno_link
0001156044,000109635002000056,2002-04-09,CURECOM COM INC,no_permno_link
0000890175,000104596902000626,2002-04-09,CONSECO FINANCE CORP,no_permno_link
0001094744,000104596902000626,2002-04-09,CONSECO FINANCE SECURITIZATIONS CORP,no_permno_link
0001056943,000105694302000014,2002-04-10,PEOPLES FINANCIAL SERVICES CORP/,no_permno_link
0000013547,000001354702000006,2002-04-10,METALCLAD CORP,no_permno_link
0000314808,000031480802000030,2002-04-10,ENSCO INTERNATIONAL INC,no_permno_link
0000777676,000101287002001714,2002-04-10,ORACLE CORP /DE/,no_permno_link
0001066928,000111650202000447,2002-04-10,METHOD PRODUCTS CORP /DE,no_permno_link
0000803170,000094344002000092,2002-04-10,F2 BROADCAST NETWORK INC,no_permno_link
0000353569,000091205702014643,2002-04-11,QUIDEL CORP /DE/,no_permno_link
0001169993,000095011702000844,2002-04-11,PASS THROUGH CERTIFICATES SERIES 2002-MS2,no_permno_link
0001170079,000095011702000845,2002-04-11,WASHINGTON MUTUAL MSC MORTGAGE PASS-THR CERT SER 2002-AR1,no_permno_link
0000742686,000111650202000468,2002-04-11,TRAVLANG INC,no_permno_link
0001040751,000116399602000019,2002-04-11,PIPELINE TECHNOLOGIES INC,no_permno_link
0001087879,000090730302000078,2002-04-11,NETWORK COMMERCE INC,no_permno_link
0001095471,000103883802000284,2002-04-12,DECORIZE INC,no_permno_link
0000104207,000095013702002176,2002-04-12,WALGREEN CO,no_permno_link
0001169356,000094787102000699,2002-04-12,MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES ELP 1,no_permno_link
0000890175,000104596902000645,2002-04-12,CONSECO FINANCE CORP,no_permno_link
0001169893,000095011702000857,2002-04-12,WAMU MORTGAGE PASS-THROUGH CERTIFICATE SERIES 2002-AR4,no_permno_link
0001094744,000104596902000645,2002-04-12,CONSECO FINANCE SECURITIZATIONS CORP,no_permno_link
0001169356,000094787102000696,2002-04-12,MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES ELP 1,no_permno_link
0000799288,000079928802000028,2002-04-12,LANDS END INC,no_permno_link
0000874482,000087448202000009,2002-04-12,UNION NATIONAL FINANCIAL CORP / PA,no_permno_link
0001005387,000092701602002062,2002-04-12,GENSYM CORP,no_permno_link
0001047406,000091205702014788,2002-04-12,ESOFT INC,no_permno_link
0001103795,000101968702000590,2002-04-12,SAVE THE WORLD AIR INC,no_permno_link
0001017531,000106823802000084,2002-04-15,TRANSCANADA CAPITAL,no_permno_link
0001017531,000106823802000085,2002-04-15,TRANSCANADA CAPITAL,no_permno_link
0000920448,000091205702015082,2002-04-15,BROADVISION INC,no_permno_link
0000918411,000091841102000007,2002-04-15,INFYNIA COM CORP,no_permno_link
0000916791,000095012302003800,2002-04-16,CORPORATE ASSET BACKED CORP,no_permno_link
0000039311,000095012402001351,2002-04-16,INDEPENDENT BANK CORP /MI/,no_permno_link
0000354913,000095011602000760,2002-04-16,INTERDIGITAL COMMUNICATIONS CORP,no_permno_link
0000779681,000095011702000876,2002-04-16,VERTEX INTERACTIVE INC,no_permno_link
0001097214,000109721402000002,2002-04-16,ALPH NET CONSULTING GROUP LTD,no_permno_link
0001163778,000102140802005366,2002-04-16,OAKWOOD MORTGAGE INVESTORS INC OMI TRUST 2001-E,no_permno_link
0001168242,000102140802005364,2002-04-16,SENIOR SUBORDINATED PASS THROUGH CERTIFICATES SERIES 2002-A,no_permno_link
0001002813,000100281302000012,2002-04-16,POINT WEST CAPITAL CORP,no_permno_link
0001047733,000104653202000087,2002-04-17,LIQUIDIX  INC,no_permno_link
0001094744,000104596902000699,2002-04-17,CONSECO FINANCE SECURITIZATIONS CORP,no_permno_link
0001064243,000091205702015587,2002-04-18,ADVANSTAR INC,no_permno_link
0000314643,000095011702000892,2002-04-18,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0000065350,000005345602000010,2002-04-18,METROPOLITAN EDISON CO,no_permno_link
0000908937,000095011702000887,2002-04-18,SIRIUS SATELLITE RADIO INC,no_permno_link
0001101919,000093980202000116,2002-04-18,EASY LIVING INVESTMENTS INC,no_permno_link
0001062771,000091205702015588,2002-04-18,ADVANSTAR COMMUNICATIONS INC,no_permno_link
0001096199,000095000502000444,2002-04-18,VA SOFTWARE CORP,no_permno_link
0000013547,000001354702000007,2002-04-18,METALCLAD CORP,no_permno_link
0000053456,000005345602000010,2002-04-18,JERSEY CENTRAL POWER & LIGHT CO,no_permno_link
0000077227,000005345602000010,2002-04-18,PENNSYLVANIA ELECTRIC CO,no_permno_link
0001058330,000102670002000076,2002-04-19,URBANA CA INC,no_permno_link
0001102065,000101054902000223,2002-04-19,LISKA BIOMETRY INC,no_permno_link
0000910073,000115752302000289,2002-04-19,NEW YORK COMMUNITY BANCORP INC,no_permno_link
0000872912,000091335502000019,2002-04-19,DELCATH SYSTEMS INC,no_permno_link
0000012978,000001297802000010,2002-04-19,BOISE CASCADE CORP,no_permno_link
0001106181,000091431702000430,2002-04-22,WESTSTAR FINANCIAL SERVICES CORP,no_permno_link
0000070502,000007050202000072,2002-04-22,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,no_permno_link
0001048002,000089843002001558,2002-04-22,FOX SPORTS NETWORKS LLC,no_permno_link
0000924209,000092420902000006,2002-04-23,RURAL ELECTRIC COOPERATIVE GRANTOR TRUST SOYLAND 1993 B1,no_permno_link
0001068199,000091205702016176,2002-04-23,COMPUCREDIT CORP,no_permno_link
0000924210,000092421002000004,2002-04-23,RURAL ELECTRIC COOPERATIVE GRANTOR TRUST SOYLAND 1993 B2,no_permno_link
0001066745,000095012402001428,2002-04-23,ESPERION THERAPEUTICS INC/MI,no_permno_link
0001058926,000105892602000003,2002-04-23,RURAL ELECTRIC COOPERATIVE GRANTOR TRUST KEPCO SERIES 1997,no_permno_link
0001094563,000100515002000564,2002-04-23,USA DIGITAL INC,no_permno_link
0001075088,000095013002002864,2002-04-23,RAZORFISH INC,no_permno_link
0000819050,000091205702016042,2002-04-23,VICAL INC,no_permno_link
0001114627,000103570402000211,2002-04-24,INDUSTRIALEX MANUFACTURING CORP,no_permno_link
0000919605,000095011702000912,2002-04-24,BIOCORAL INC,no_permno_link
0000315545,000107878202000085,2002-04-24,PROVECTUS PHARMACEUTICAL INC,no_permno_link
0001108226,000100547702001783,2002-04-24,ROYAL ACCEPTANCE CORP,no_permno_link
0000894356,000095012302004204,2002-04-25,STRUCTURED PRODUCTS CORP,no_permno_link
0001138118,000091205702016601,2002-04-25,CBRE HOLDING INC,no_permno_link
0000916791,000095012302004185,2002-04-25,CORPORATE ASSET BACKED CORP,no_permno_link
0000025598,000002559802000018,2002-04-25,AMERICAN GENERAL FINANCE CORP,no_permno_link
0000314643,000095011702000926,2002-04-25,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,no_permno_link
0001051488,000101041202000079,2002-04-25,FIRST DELTAVISION INC,no_permno_link
0001014343,000102140802005763,2002-04-25,SPEEDCOM WIRELESS CORP,no_permno_link
0000941552,000095016202000580,2002-04-26,ATLAS AIR INC,no_permno_link
0001038833,000104596902000758,2002-04-26,EDUCATION LOANS INC /DE,no_permno_link
0001135185,000095016202000581,2002-04-26,ATLAS AIR WORLDWIDE HOLDINGS INC,no_permno_link
0001099217,000104653202000122,2002-04-29,ASTURIAS INDUSTRIES INC,no_permno_link
0001084883,000112878002000060,2002-04-29,ROYAL FINANCE INC,no_permno_link
0001099216,000104653202000123,2002-04-29,BAXTER CAPITAL CO,no_permno_link
0001099218,000104653202000124,2002-04-29,BLACK DIAMOND INDUSTRIES INC,no_permno_link
0001019356,000105821702000111,2002-04-29,TRANSLATION GROUP LTD,no_permno_link
0000895650,000089565002000003,2002-04-29,DIASENSE INC/PA,no_permno_link
0000719483,000089843002001690,2002-04-30,SYNBIOTICS CORP,no_permno_link
0000054291,000005429102000007,2002-04-30,KAISER ALUMINUM & CHEMICAL CORP,no_permno_link
0000811596,000081159602000007,2002-04-30,KAISER ALUMINUM CORP,no_permno_link
0001094744,000104596902000803,2002-04-30,CONSECO FINANCE SECURITIZATIONS CORP,no_permno_link
0000872912,000091335502000030,2002-05-01,DELCATH SYSTEMS INC,no_permno_link
0001098332,000091205702017957,2002-05-01,AMERICAN JEWELRY CORP,no_permno_link
0000861838,000095013502002339,2002-05-01,HYBRIDON INC,no_permno_link
0000818682,000081868202000003,2002-05-02,HAROLDS STORES INC,no_permno_link
0001095175,000101968702000766,2002-05-02,SENIOR CARE INDUSTRIES INC,no_permno_link
0001100006,000111650202000561,2002-05-02,I T TECHNOLOGY INC,no_permno_link
0001078003,000092701602002573,2002-05-03,CABOT INDUSTRIAL PROPERTIES LP,no_permno_link
0000356213,000089843002001772,2002-05-03,PINNACLE ENTERTAINMENT INC,no_permno_link
0000731947,000073194702000007,2002-05-03,SWISS ARMY BRANDS INC,no_permno_link
0000793628,000111650202000564,2002-05-03,CHINA RESOURCES DEVELOPMENT INC,no_permno_link
0000819050,000091205702018412,2002-05-03,VICAL INC,no_permno_link
0000110104,000011010402000006,2002-05-03,NORTHERN ILLINOIS GAS CO /IL/ /NEW/,no_permno_link
0001023734,000095015202003874,2002-05-07,NAVIDEC INC,no_permno_link
0000032017,000095013402004774,2002-05-08,ELCOR CORP,no_permno_link
0000354699,000107258802000189,2002-05-08,DYNAMIC I-T INC,no_permno_link
0001056943,000105694302000016,2002-05-08,PEOPLES FINANCIAL SERVICES CORP/,no_permno_link
0001116132,000100515002000608,2002-05-08,COACH INC,no_permno_link
0000817129,000110889002000177,2002-05-08,MILESTONE CAPITAL INC,no_permno_link
0001172300,000095011702001148,2002-05-09,WASHINGTON MUTUAL MORT SEC CORP MORT PAS THR CER SE 2002-MS3,no_permno_link
